,GEO_ID,BoroCT,Percent White
117,1400000US36005019300,2019300,0.10551181102362205
118,1400000US36005019400,2019400,0.39494736842105266
119,1400000US36005019500,2019500,0.14362606232294617
120,1400000US36005019700,2019700,0.17180267160428514
121,1400000US36005019900,2019900,0.1716238906212521
122,1400000US36005020000,2020000,0.15814052218212693
123,1400000US36005020100,2020100,0.13698973203105436
124,1400000US36005020200,2020200,0.17735849056603772
125,1400000US36005020400,2020400,0.25008302889405515
126,1400000US36005020501,2020501,0.1185493119266055
127,1400000US36005020502,2020502,0.07777777777777778
128,1400000US36005020601,2020601,0.23245417970496202
129,1400000US36005020900,2020900,0.125728947982272
130,1400000US36005021001,2021001,0.1127659574468085
131,1400000US36005021002,2021002,0.1179561276763431
132,1400000US36005021100,2021100,0.0479131574022085
133,1400000US36005021200,2021200,0.1668041237113402
134,1400000US36005021301,2021301,0.186266771902131
135,1400000US36005021302,2021302,0.09450389987302739
136,1400000US36005021501,2021501,0.11062431544359255
137,1400000US36005021502,2021502,0.06781996325780772
138,1400000US36005021601,2021601,0.2048728813559322
139,1400000US36005021602,2021602,0.2059659090909091
140,1400000US36005021700,2021700,0.07103825136612021
141,1400000US36005021800,2021800,0.15644171779141106
142,1400000US36005021900,2021900,0.07369614512471655
143,1400000US36005022000,2022000,0.14449427005480817
144,1400000US36005022101,2022101,0.09581417856278732
145,1400000US36005022102,2022102,0.14378118647200147
146,1400000US36005022200,2022200,0.16702095353780747
147,1400000US36005022300,2022300,0.1883289124668435
148,1400000US36005022401,2022401,0.16813450760608487
149,1400000US36005022403,2022403,0.2683155917345022
150,1400000US36005022404,2022404,0.2828931715441351
151,1400000US36005022500,2022500,0.15295917166725498
152,1400000US36005022701,2022701,0.0964861192001553
153,1400000US36005022702,2022702,0.10765401369010578
154,1400000US36005022703,2022703,0.2109004739336493
155,1400000US36005022800,2022800,0.27953655352480417
156,1400000US36005022901,2022901,0.1438272679784085
157,1400000US36005022902,2022902,0.20752628666297732
158,1400000US36005023000,2023000,0.23733047822983583
159,1400000US36005023100,2023100,0.21665582303188027
160,1400000US36005023200,2023200,0.3630856219709208
161,1400000US36005023301,2023301,0.055864509605662284
162,1400000US36005023302,2023302,0.2393416082029142
163,1400000US36005023501,2023501,0.13756281407035176
164,1400000US36005023502,2023502,0.26366482061160607
165,1400000US36005023600,2023600,0.3959251101321586
166,1400000US36005023702,2023702,0.09830508474576272
167,1400000US36005023703,2023703,0.13634732687477574
168,1400000US36005023704,2023704,0.07047068104128319
169,1400000US36005023800,2023800,0.2655064703257474
170,1400000US36005023900,2023900,0.08649815826241586
171,1400000US36005024000,2024000,0.21983089930822444
172,1400000US36005024100,2024100,0.10950007551729346
173,1400000US36005024300,2024300,0.11277671256754401
174,1400000US36005024400,2024400,0.4151910531220876
175,1400000US36005024501,2024501,0.05748306302607267
176,1400000US36005024502,2024502,0.14196355724775633
177,1400000US36005024600,2024600,0.5032322227747389
178,1400000US36005024700,2024700,0.048104956268221574
179,1400000US36005024800,2024800,0.583170890188434
180,1400000US36005024900,2024900,
181,1400000US36005025000,2025000,0.6676958703203396
182,1400000US36005025100,2025100,0.07540760869565218
183,1400000US36005025200,2025200,0.5331898098313599
184,1400000US36005025300,2025300,0.08630424261977739
185,1400000US36005025400,2025400,0.7356034051076615
186,1400000US36005025500,2025500,0.1415168100078186
187,1400000US36005025600,2025600,0.4168632075471698
188,1400000US36005025700,2025700,0.0975487743871936
189,1400000US36005026100,2026100,0.1473533619456366
190,1400000US36005026300,2026300,0.2586040527500804
191,1400000US36005026400,2026400,0.5071898110106821
192,1400000US36005026500,2026500,0.19717233473442874
193,1400000US36005026601,2026601,0.5480880648899189
194,1400000US36005026602,2026602,0.6457513768686074
195,1400000US36005026701,2026701,0.1037037037037037
196,1400000US36005026702,2026702,0.1998733375554148
197,1400000US36005026900,2026900,0.20361868755063461
198,1400000US36005027300,2027300,0.238750321419388
199,1400000US36005027401,2027401,0.8286810142765821
200,1400000US36005027402,2027402,0.7759264579143924
201,1400000US36005027600,2027600,0.16666666666666666
202,1400000US36005027700,2027700,0.2875536480686695
203,1400000US36005027900,2027900,0.34096761078736953
204,1400000US36005028100,2028100,0.49494183105715733
205,1400000US36005028300,2028300,0.23583768581759743
206,1400000US36005028400,2028400,0.6425992779783394
207,1400000US36005028500,2028500,0.6199261992619927
208,1400000US36005028600,2028600,0.5548387096774193
209,1400000US36005028700,2028700,0.3520456707897241
210,1400000US36005028800,2028800,0.5846846846846847
211,1400000US36005028900,2028900,0.4988558352402746
212,1400000US36005029301,2029301,0.7281284606866002
213,1400000US36005029302,2029302,0.7155683246543365
214,1400000US36005029500,2029500,0.6338737949167397
215,1400000US36005029600,2029600,0.4419047619047619
216,1400000US36005029700,2029700,0.7554619636746512
217,1400000US36005030000,2030000,0.4711841886729779
218,1400000US36005030100,2030100,0.6220806794055201
219,1400000US36005030200,2030200,0.11856617647058823
220,1400000US36005030701,2030701,0.771044359063919
221,1400000US36005030900,2030900,0.795362631437045
222,1400000US36005031000,2031000,0.35514411950347147
223,1400000US36005031200,2031200,0.4410011918951132
224,1400000US36005031400,2031400,0.5180375180375181
225,1400000US36005031600,2031600,0.4673684210526316
226,1400000US36005031800,2031800,0.46030289123451124
227,1400000US36005031900,2031900,0.6208530805687204
228,1400000US36005032300,2032300,0.7086338797814208
229,1400000US36005032400,2032400,0.17815549260308466
230,1400000US36005032600,2032600,0.4531846199002055
231,1400000US36005032800,2032800,0.24772076061474343
232,1400000US36005033000,2033000,0.5415512465373962
233,1400000US36005033201,2033201,0.41265276779295473
234,1400000US36005033202,2033202,0.2851475328539549
235,1400000US36005033400,2033400,0.13333333333333333
236,1400000US36005033500,2033500,0.76513671875
237,1400000US36005033600,2033600,0.20926422400953232
238,1400000US36005033700,2033700,0.7005156683855612
239,1400000US36005033800,2033800,0.18343483556638246
240,1400000US36005034000,2034000,0.19140206921155906
241,1400000US36005034200,2034200,0.1530720338983051
242,1400000US36005034300,2034300,0.43843843843843844
243,1400000US36005034400,2034400,0.15837937384898712
244,1400000US36005034500,2034500,0.5389830508474577
245,1400000US36005034800,2034800,0.13001577010688628
246,1400000US36005035000,2035000,0.10373242850218128
247,1400000US36005035100,2035100,0.7328877005347594
248,1400000US36005035600,2035600,0.05678793256433008
249,1400000US36005035800,2035800,0.12799804209495838
250,1400000US36005035900,2035900,0.12031173891865563
251,1400000US36005036000,2036000,0.21125038214613268
252,1400000US36005036100,2036100,0.22704447632711622
253,1400000US36005036300,2036300,0.2491685512837568
254,1400000US36005036400,2036400,0.0202729044834308
255,1400000US36005036501,2036501,0.2143040246090746
256,1400000US36005036502,2036502,0.10343511450381679
257,1400000US36005036700,2036700,0.1653444676409186
258,1400000US36005036800,2036800,0.07254623044096728
259,1400000US36005036901,2036901,0.14136125654450263
260,1400000US36005036902,2036902,0.20925747348119575
261,1400000US36005037000,2037000,0.062086092715231786
262,1400000US36005037100,2037100,0.26786559394226217
263,1400000US36005037200,2037200,0.14446529080675422
264,1400000US36005037300,2037300,0.11988074690098854
265,1400000US36005037400,2037400,0.20124320124320125
266,1400000US36005037504,2037504,0.26060788444176947
267,1400000US36005037600,2037600,0.1565771506599909
268,1400000US36005037800,2037800,0.10275862068965518
269,1400000US36005037900,2037900,0.06893399158895594
270,1400000US36005038000,2038000,0.08150410383661004
271,1400000US36005038100,2038100,0.25487119131685626
272,1400000US36005038200,2038200,0.10193548387096774
273,1400000US36005038301,2038301,0.08772619984264358
274,1400000US36005038302,2038302,0.09549071618037135
275,1400000US36005038500,2038500,0.08791439362148552
276,1400000US36005038600,2038600,0.01563730453369333
277,1400000US36005038700,2038700,0.19487313628040806
278,1400000US36005038800,2038800,0.09771986970684039
279,1400000US36005038900,2038900,0.2977721427277667
280,1400000US36005039000,2039000,0.08318769660957707
281,1400000US36005039100,2039100,0.216728525980912
282,1400000US36005039200,2039200,0.06803995006242197
283,1400000US36005039300,2039300,0.14993997599039616
284,1400000US36005039400,2039400,0.1282096688507172
285,1400000US36005039500,2039500,0.14399812074230678
286,1400000US36005039600,2039600,0.08641975308641975
287,1400000US36005039700,2039700,0.6663995726495726
288,1400000US36005039800,2039800,0.07079646017699115
289,1400000US36005039901,2039901,0.1297614809540762
290,1400000US36005039902,2039902,0.09404888416578108
291,1400000US36005040100,2040100,0.09669495310406431
292,1400000US36005040302,2040302,0.10138358778625954
293,1400000US36005040303,2040303,0.1704081632653061
294,1400000US36005040304,2040304,0.12913999443362092
295,1400000US36005040400,2040400,0.09361111111111112
296,1400000US36005040501,2040501,0.07001591270743351
297,1400000US36005040502,2040502,0.10903083700440529
298,1400000US36005040600,2040600,0.09106287003101213
299,1400000US36005040701,2040701,0.2592948717948718
300,1400000US36005040702,2040702,0.20119607005553183
301,1400000US36005040800,2040800,0.1498135101533361
302,1400000US36005040900,2040900,0.2082028804007514
303,1400000US36005041100,2041100,0.2230769230769231
304,1400000US36005041300,2041300,0.17943989858245937
305,1400000US36005041400,2041400,0.10120201628538193
306,1400000US36005041500,2041500,0.1411967959792681
307,1400000US36005041800,2041800,0.21697626418988647
308,1400000US36005041900,2041900,0.3191383595691798
309,1400000US36005042000,2042000,0.14907275320970043
310,1400000US36005042100,2042100,0.24960254372019078
311,1400000US36005042200,2042200,0.056012176560121765
312,1400000US36005042300,2042300,0.34987247855321124
313,1400000US36005042400,2042400,0.0938108213312573
314,1400000US36005042500,2042500,0.32178137651821864
315,1400000US36005042600,2042600,0.07356219349086046
316,1400000US36005042800,2042800,0.12122641509433962
317,1400000US36005042901,2042901,0.3316484133670317
318,1400000US36005042902,2042902,0.11927740658252908
319,1400000US36005043000,2043000,0.10488711060302944
320,1400000US36005043100,2043100,0.22847940659769667
321,1400000US36005043400,2043400,0.14824797843665768
322,1400000US36005043500,2043500,0.1623246492985972
323,1400000US36005043600,2043600,0.08118811881188119
324,1400000US36005044200,2044200,0.157253048021896
325,1400000US36005044400,2044400,0.0940628637951106
326,1400000US36005044800,2044800,0.061686746987951804
327,1400000US36005044901,2044901,0.8315371525808282
328,1400000US36005044902,2044902,0.7981381675649192
329,1400000US36005045101,2045101,0.8103092783505155
330,1400000US36005045102,2045102,0.8434782608695652
331,1400000US36005045600,2045600,0.296583850931677
332,1400000US36005045800,2045800,0.19707520891364902
333,1400000US36005046000,2046000,0.0807147258163894
334,1400000US36005046201,2046201,0.16930520473869579
335,1400000US36005046202,2046202,0.08686440677966102
336,1400000US36005048400,2048400,0.05845218611176058
337,1400000US36005050400,2050400,
338,1400000US36005051600,2051600,0.6806444493489296
339,1400000US36047000100,3000100,0.6835414301929625
340,1400000US36047000200,3000200,0.5569837189374465
341,1400000US36047000301,3000301,0.8458205912334352
342,1400000US36047000501,3000501,0.7692664809656453
343,1400000US36047000502,3000502,0.8264738598442715
344,1400000US36047000700,3000700,0.847926267281106
345,1400000US36047000900,3000900,0.7799911465250111
346,1400000US36047001100,3001100,0.662125340599455
347,1400000US36047001300,3001300,0.6838810641627543
348,1400000US36047001500,3001500,0.33414715347908114
349,1400000US36047001800,3001800,0.37374802319451766
350,1400000US36047002000,3002000,0.4752124645892351
351,1400000US36047002100,3002100,0.7935761848805327
352,1400000US36047002200,3002200,0.5323541932737335
353,1400000US36047002300,3002300,0.0884095757288457
354,1400000US36047002901,3002901,0.08432651225545311
355,1400000US36047003000,3003000,0.6664726426076834
356,1400000US36047003100,3003100,0.472844430806996
357,1400000US36047003300,3003300,0.4750118990956687
358,1400000US36047003400,3003400,0.6143625434988927
359,1400000US36047003500,3003500,0.5034084950183534
360,1400000US36047003600,3003600,0.7177142857142857
361,1400000US36047003700,3003700,0.6808888888888889
362,1400000US36047003800,3003800,0.7045951859956237
363,1400000US36047003900,3003900,0.6657824933687002
364,1400000US36047004100,3004100,0.7681992337164751
365,1400000US36047004300,3004300,0.6793667829353367
366,1400000US36047004400,3004400,0.8653693407466243
367,1400000US36047004500,3004500,0.8129985228951255
368,1400000US36047004600,3004600,0.8916218293620292
369,1400000US36047004700,3004700,0.6893979754928077
370,1400000US36047004900,3004900,0.6577335375191424
371,1400000US36047005000,3005000,0.8597345132743363
372,1400000US36047005100,3005100,0.7653061224489796
373,1400000US36047005201,3005201,0.7141183362624487
374,1400000US36047005202,3005202,0.9156429156429157
375,1400000US36047005300,3005300,0.705122288878634
376,1400000US36047005400,3005400,0.7362637362637363
377,1400000US36047005601,3005601,0.8205966489579076
378,1400000US36047005602,3005602,0.6911677534084173
379,1400000US36047005800,3005800,0.7311637778563849
380,1400000US36047005900,3005900,0.6974443528441879
381,1400000US36047006000,3006000,0.6883735705209657
382,1400000US36047006200,3006200,0.7092675635276532
383,1400000US36047006300,3006300,0.8483386923901394
384,1400000US36047006400,3006400,0.8106508875739645
385,1400000US36047006500,3006500,0.8778447121820616
386,1400000US36047006600,3006600,0.7617165443252399
387,1400000US36047006700,3006700,0.8823983530622749
388,1400000US36047006800,3006800,0.5822448979591837
389,1400000US36047006900,3006900,0.8554720133667502
390,1400000US36047007000,3007000,0.5665878644602049
391,1400000US36047007100,3007100,0.3
392,1400000US36047007200,3007200,0.3863157894736842
393,1400000US36047007400,3007400,0.39988590986879635
394,1400000US36047007500,3007500,0.7703763332662508
395,1400000US36047007600,3007600,0.43292564550572704
396,1400000US36047007700,3007700,0.7542159333204109
397,1400000US36047007800,3007800,0.4792222645825391
398,1400000US36047008000,3008000,0.6235131396957123
399,1400000US36047008200,3008200,0.3784084585420145
400,1400000US36047008400,3008400,0.49903341618337477
401,1400000US36047008500,3008500,0.14025407416912614
402,1400000US36047008600,3008600,
403,1400000US36047008800,3008800,0.5592841163310962
404,1400000US36047009000,3009000,0.3263333333333333
405,1400000US36047009200,3009200,0.27395715896279593
406,1400000US36047009400,3009400,0.1705487564153178
407,1400000US36047009600,3009600,0.38443822997203486
408,1400000US36047009800,3009800,0.15959252971137522
409,1400000US36047010000,3010000,0.2628003314001657
410,1400000US36047010100,3010100,0.4371407148212947
411,1400000US36047010200,3010200,0.13175819497658578
412,1400000US36047010400,3010400,0.09614984391259106
413,1400000US36047010600,3010600,0.08580484491736473
414,1400000US36047010800,3010800,0.09156751163993793
415,1400000US36047011000,3011000,0.5507137490608565
416,1400000US36047011200,3011200,0.6060116354234001
417,1400000US36047011400,3011400,0.5998419388830347
418,1400000US36047011600,3011600,0.15581524763494714
419,1400000US36047011700,3011700,0.5823683227493462
420,1400000US36047011800,3011800,0.056532066508313536
421,1400000US36047011900,3011900,0.7178517397881997
422,1400000US36047012000,3012000,0.07007419620774938
423,1400000US36047012100,3012100,0.6946992864424058
424,1400000US36047012200,3012200,0.1729295877417001
425,1400000US36047012600,3012600,0.3178294573643411
426,1400000US36047012700,3012700,0.42890226956924504
427,1400000US36047012801,3012801,0.3157435673789795
428,1400000US36047012901,3012901,0.6887306242144952
429,1400000US36047012902,3012902,0.6718872357086922
430,1400000US36047013000,3013000,0.5375947995666306
431,1400000US36047013100,3013100,0.6488567990373044
432,1400000US36047013200,3013200,0.3545531197301855
433,1400000US36047013300,3013300,0.7503367759317467
434,1400000US36047013400,3013400,0.6873937333009473
435,1400000US36047013500,3013500,0.770802192326856
436,1400000US36047013600,3013600,0.8104738154613467
437,1400000US36047013700,3013700,0.6947101857062464
438,1400000US36047013800,3013800,0.7791101293783528
439,1400000US36047013900,3013900,0.7126027397260274
440,1400000US36047014000,3014000,0.6656596173212488
441,1400000US36047014100,3014100,0.7183658712942878
442,1400000US36047014200,3014200,0.6722386102917076
443,1400000US36047014300,3014300,0.6718409586056645
444,1400000US36047014500,3014500,0.7363040629095675
445,1400000US36047014700,3014700,0.7732558139534884
446,1400000US36047014800,3014800,0.8260511129431163
447,1400000US36047014900,3014900,0.8412698412698413
448,1400000US36047015000,3015000,0.7121401752190237
449,1400000US36047015100,3015100,0.7969339622641509
450,1400000US36047015200,3015200,0.6398559423769508
451,1400000US36047015300,3015300,0.8272311212814645
452,1400000US36047015400,3015400,0.0
453,1400000US36047015500,3015500,0.8206862008514901
454,1400000US36047015700,3015700,0.7625881780588665
455,1400000US36047015900,3015900,0.7901748542880933
456,1400000US36047016000,3016000,0.6068095838587642
457,1400000US36047016100,3016100,0.6328233657858137
458,1400000US36047016200,3016200,0.7358326068003488
459,1400000US36047016300,3016300,0.7390791027154664
460,1400000US36047016400,3016400,0.4936708860759494
461,1400000US36047016500,3016500,0.8202399053894239
462,1400000US36047016600,3016600,0.8715801228364043
463,1400000US36047016700,3016700,0.883253412025083
464,1400000US36047016800,3016800,0.5826771653543307
465,1400000US36047016900,3016900,0.7998755703027789
466,1400000US36047017000,3017000,0.4945464982778416
467,1400000US36047017100,3017100,0.8419759154583436
468,1400000US36047017200,3017200,0.40159411404046597
469,1400000US36047017400,3017400,0.5203103605659516
470,1400000US36047017500,3017500,
471,1400000US36047017600,3017600,0.64235391628678
472,1400000US36047017700,3017700,
473,1400000US36047017800,3017800,0.45167588675561343
474,1400000US36047017900,3017900,0.2529898804047838
475,1400000US36047018000,3018000,0.47868106878908473
476,1400000US36047018100,3018100,0.5903549173665673
477,1400000US36047018200,3018200,0.3461868037703513
478,1400000US36047018300,3018300,0.6938317757009346
479,1400000US36047018400,3018400,0.4631257164692396
480,1400000US36047018501,3018501,0.1940765711533831
481,1400000US36047018600,3018600,0.5387470997679814
482,1400000US36047018700,3018700,0.519489247311828
483,1400000US36047018800,3018800,0.5426657263751763
484,1400000US36047019000,3019000,0.40604660927986563
485,1400000US36047019100,3019100,0.6191117092866757
486,1400000US36047019200,3019200,0.41411042944785276
487,1400000US36047019300,3019300,0.41873512410744645
488,1400000US36047019400,3019400,0.3521231686118699
489,1400000US36047019500,3019500,0.6038942167974426
490,1400000US36047019600,3019600,0.4017560512577124
491,1400000US36047019700,3019700,0.5740441572428648
492,1400000US36047019800,3019800,0.4402907580477674
493,1400000US36047019900,3019900,0.6011072261072261
494,1400000US36047020000,3020000,0.5101365328920149
495,1400000US36047020100,3020100,0.593916349809886
496,1400000US36047020200,3020200,0.6581762608252675
497,1400000US36047020300,3020300,0.4370208105147864
498,1400000US36047020400,3020400,0.7049537289058248
499,1400000US36047020500,3020500,0.5620204603580563
500,1400000US36047020600,3020600,0.6849848550411077
501,1400000US36047020700,3020700,0.6381718154887854
502,1400000US36047020800,3020800,0.3114489003880983
503,1400000US36047021000,3021000,0.3292160322661961
504,1400000US36047021100,3021100,0.2873980054397099
505,1400000US36047021200,3021200,0.2388094139363175
506,1400000US36047021300,3021300,0.19474835886214442
507,1400000US36047021400,3021400,0.5592135345221765
508,1400000US36047021500,3021500,0.4398722951401206
509,1400000US36047021600,3021600,0.8359025360517156
510,1400000US36047021700,3021700,0.2362710956335387
511,1400000US36047021800,3021800,0.8909846547314578
512,1400000US36047021900,3021900,0.315996626370537
513,1400000US36047022000,3022000,0.8314489112227805
514,1400000US36047022100,3022100,0.40945674044265595
515,1400000US36047022200,3022200,0.9525948103792415
516,1400000US36047022400,3022400,0.8010371650821089
517,1400000US36047022600,3022600,0.5651589789520824
518,1400000US36047022700,3022700,0.41196626251976803
519,1400000US36047022800,3022800,0.6873449131513648
520,1400000US36047022900,3022900,0.4454421768707483
521,1400000US36047023000,3023000,0.9084921195012938
522,1400000US36047023100,3023100,0.46185064935064934
523,1400000US36047023200,3023200,0.9126056464664629
524,1400000US36047023300,3023300,0.3558803535010197
525,1400000US36047023400,3023400,0.9601139601139601
526,1400000US36047023500,3023500,0.6825734980826587
527,1400000US36047023600,3023600,0.9316994052982519
528,1400000US36047023800,3023800,0.9763346175013758
529,1400000US36047024000,3024000,0.9083557951482479
530,1400000US36047024100,3024100,0.6828209764918626
531,1400000US36047024200,3024200,0.9232914923291492
532,1400000US36047024300,3024300,0.37433284813197476
533,1400000US36047024400,3024400,0.8168467719589914
534,1400000US36047024500,3024500,0.30906256958361167
535,1400000US36047024600,3024600,0.5774305555555556
536,1400000US36047024700,3024700,0.22791916167664672
537,1400000US36047024800,3024800,0.449302676215605
538,1400000US36047024900,3024900,0.35316077650572425
539,1400000US36047025000,3025000,0.14193200215866164
540,1400000US36047025100,3025100,0.26142742582197276
541,1400000US36047025200,3025200,0.3844121532364597
542,1400000US36047025300,3025300,0.4064645308924485
543,1400000US36047025400,3025400,0.4216232053911515
544,1400000US36047025500,3025500,0.15952125759199715
545,1400000US36047025600,3025600,0.24101281650515785
546,1400000US36047025700,3025700,0.4095315024232633
547,1400000US36047025800,3025800,0.49104271933853927
548,1400000US36047025901,3025901,0.3575542755870625
549,1400000US36047025902,3025902,0.1016133597509199
550,1400000US36047026000,3026000,0.36652146857498447
551,1400000US36047026100,3026100,0.28174338447854125
552,1400000US36047026200,3026200,0.35010309278350515
553,1400000US36047026300,3026300,0.26104218362282877
554,1400000US36047026400,3026400,0.34632128863735306
555,1400000US36047026500,3026500,0.2887323943661972
556,1400000US36047026600,3026600,0.21125959624680124
557,1400000US36047026700,3026700,0.31467324290998766
558,1400000US36047026800,3026800,0.49836065573770494
559,1400000US36047026900,3026900,0.17667619955513186
560,1400000US36047027000,3027000,0.6203833567087425
561,1400000US36047027100,3027100,0.15501127940702547
562,1400000US36047027200,3027200,0.4996005326231691
563,1400000US36047027300,3027300,0.15389099387933547
564,1400000US36047027400,3027400,0.46835091615769014
565,1400000US36047027500,3027500,0.19828751689950427
566,1400000US36047027600,3027600,0.3993417443773999
567,1400000US36047027700,3027700,0.12963771278917502
568,1400000US36047027800,3027800,0.41885824246311737
569,1400000US36047027900,3027900,0.1669398907103825
570,1400000US36047028000,3028000,0.4434117003827228
571,1400000US36047028100,3028100,0.22355163727959698
572,1400000US36047028200,3028200,0.3548644338118022
573,1400000US36047028300,3028300,0.2979549572870826
574,1400000US36047028400,3028400,0.513590033975085
575,1400000US36047028501,3028501,0.3986784140969163
576,1400000US36047028502,3028502,0.028705148205928236
577,1400000US36047028600,3028600,0.5033268101761252
578,1400000US36047028700,3028700,0.26252828968638864
579,1400000US36047028800,3028800,0.412148070907195
580,1400000US36047028900,3028900,0.2077922077922078
581,1400000US36047029000,3029000,0.6335195530726258
582,1400000US36047029100,3029100,0.24941491140086927
583,1400000US36047029200,3029200,0.48730629739531817
584,1400000US36047029300,3029300,0.20017457084666862
585,1400000US36047029400,3029400,0.5836701697655619
